Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,price
247,Nintendo Land,WiiU,2012.0,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,1758
248,Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,2234
249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41,982
250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital,0.1,2.39,1.05,0.86,4.39,2887
251,The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,TT-Interactive,2.82,1.05,0.13,0.4,4.39,2071
252,Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,2973
253,Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,2176
254,Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Ent,1.73,1.73,0.14,0.75,4.35,2099
255,Sonic the Hedgehog,GEN,1991.0,Platform,Sega,3.03,0.91,0.26,0.13,4.34,849
256,Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,2543
257,FIFA 14,X360,2013.0,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,2325
258,Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,663
259,Asteroids,2600,1980.0,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,1712
260,Fable II,X360,2008.0,Role-Playing,MS Game Studios,2.51,1.27,0.11,0.41,4.31,2545
261,Halo 5: Guardians,XOne,2015.0,Shooter,MS Game Studios,2.64,1.2,0.03,0.39,4.26,645
262,Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,1627
263,Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,1744
264,Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,1820
265,Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,2016
266,Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital,1.46,0.0,0.83,1.93,4.23,1527
267,Daxter,PSP,2006.0,Platform,Sony Ent,2.45,1.02,0.0,0.75,4.22,2779
268,Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,1866
269,The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,1910
270,FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,1262
271,EyeToy Play,PS2,2003.0,Misc,Sony Ent,0.88,2.3,0.2,0.83,4.2,1764
272,Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Ent,1.3,2.07,0.18,0.65,4.2,1601
273,Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Ent,1.28,1.83,0.57,0.53,4.2,953
274,Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,1574
275,Street Fighter IV,PS3,2009.0,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,2154
276,FIFA 12,X360,2011.0,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,1252
277,Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,3.38,0.44,0.31,0.04,4.17,2798
278,Excitebike,NES,1984.0,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,2057
279,Frogger,PS,1997.0,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,1375
280,Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,902
281,Watch Dogs,PS4,2014.0,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,2123
282,Half-Life,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,1463
283,Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,1160
284,FIFA Soccer 07,PS2,2006.0,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,1872
285,The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,1763
286,Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,1068
287,Carnival Games,Wii,2007.0,Misc,TT-Interactive,2.13,1.5,0.05,0.42,4.1,2864
288,Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,2851
289,World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,2778
290,Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,505
291,God of War II,PS2,2007.0,Action,Sony Ent,2.32,0.04,0.04,1.67,4.07,2092
292,Forza Motorsport 2,X360,2007.0,Racing,MS Game Studios,2.35,1.28,0.03,0.41,4.06,1576
293,World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital,0.12,2.26,0.9,0.77,4.06,1410
294,Namco Museum Vol.3,PS,1996.0,Misc,Sony Ent,2.28,1.55,0.16,0.06,4.05,536
295,Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,1027
296,Far Cry 4,PS4,2014.0,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,551
297,Star Fox 64,N64,1997.0,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,1364
298,Minecraft,PS4,2014.0,Misc,Sony Ent Europe,1.38,1.87,0.12,0.65,4.02,480
299,Golf,NES,1984.0,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,2460
300,Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,2792
301,Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,1124
302,Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,1488
303,Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,1342
304,EA Sports Active,Wii,2009.0,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,719
305,Assassin's Creed: Unity,PS4,2014.0,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92,963
306,Donkey Kong Land,GB,1994.0,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,1713
307,Tony Hawk's Underground,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,1656
308,Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,1193
309,Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,1482
310,MotorStorm,PS3,2006.0,Racing,Sony Ent,1.53,1.61,0.06,0.67,3.88,552
311,The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,2468
312,Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,1546
313,Dragon Warrior III,NES,1988.0,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,2222
314,Sports Champions,PS3,2010.0,Sports,Sony Ent,2.12,1.14,0.1,0.51,3.87,1604
315,NBA 2K16,PS4,2015.0,Sports,TT-Interactive,2.48,0.65,0.03,0.69,3.85,2384
316,World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital,0.16,1.89,1.12,0.68,3.85,1213
317,Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,1698
318,Namco Museum Vol.1,PS,1995.0,Misc,Sony Ent,2.12,1.44,0.22,0.06,3.84,942
319,The Legend of Zelda: Link's Awakening,GB,1992.0,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,2778
320,Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,542
321,Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,2339
322,Nintendogs + cats,3DS,2011.0,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,2356
323,Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros,1.49,1.58,0.1,0.61,3.79,2895
324,Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,Sega,1.14,1.91,0.27,0.46,3.78,1995
325,LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,2.4,1.03,0.0,0.36,3.78,2349
326,Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,721
327,Ratchet & Clank: Size Matters,PSP,2007.0,Platform,Sony Ent,1.4,1.4,0.1,0.87,3.77,2974
328,Just Dance 2014,Wii,2013.0,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76,442
329,The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,803
330,Super Paper Mario,Wii,2007.0,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,1748
331,Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,1233
332,The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,2658
333,Resident Evil 3: Nemesis,PS,1999.0,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,1607
334,Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Ent,1.93,1.58,0.0,0.19,3.71,2396
335,FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,2467
336,Pokémon Trading Card Game,GB,1998.0,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,1854
337,Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,1309
338,MySims,DS,2007.0,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,1882
339,Friend Collection,DS,2009.0,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,1843
340,Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,2833
341,Midnight Club 3: DUB Edition,PSP,2005.0,Racing,TT-Interactive,1.65,1.22,0.0,0.79,3.66,1609
342,Banjo-Kazooie,N64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,2865
343,SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Ent,2.53,0.81,0.06,0.24,3.65,2552
344,Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,2.33,0.97,0.0,0.35,3.65,1205
345,Gran Turismo 6,PS3,2013.0,Racing,Sony Ent,0.71,1.8,0.4,0.74,3.64,1891
346,Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Ent,2.08,1.09,0.15,0.33,3.64,2348
347,Pokemon Snap,N64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,1849
348,FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,2588
349,Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital,0.05,0.0,0.64,2.93,3.63,1128
350,Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,2383
351,Resident Evil 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62,1549
352,Tom Clancy's The Division,PS4,2016.0,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,1174
353,Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,2803
354,Doom II: Hell on Earth,PC,1994.0,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,2789
355,The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,1008
356,Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,1592
357,Luigi's Mansion,GC,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,2883
358,Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,1712
359,WWF SmackDown!,PS,2000.0,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,2121
360,Croc: Legend of the Gobbos,PS,1997.0,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,2802
361,Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,TT-Interactive,1.56,1.4,0.07,0.5,3.54,2104
362,The Getaway,PS2,2002.0,Action,Sony Ent,1.23,1.77,0.05,0.49,3.54,1392
363,Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,1014
364,James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,1793
365,LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,1636
366,Battlefield 4,X360,2013.0,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,1688
367,FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,2122
368,Rugrats in Paris: The Movie,PS,2000.0,Action,THQ,1.96,1.33,0.0,0.23,3.52,2503
369,Spyro 2: Ripto's Rage!,PS,1999.0,Platform,Sony Ent,2.14,1.21,0.01,0.17,3.52,917
370,Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,2895
371,Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,Sega,1.22,1.66,0.27,0.38,3.52,1993
372,Resident Evil 5,X360,2009.0,Action,Capcom,2.11,0.94,0.12,0.34,3.51,2362
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,940
374,Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5,1926
375,Kung Fu,NES,1985.0,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,1081
376,Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,532
377,Clubhouse Games,DS,2006.0,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,2993
378,FIFA Soccer 2004,PS2,,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,1718
379,Star Wars Battlefront (2015),XOne,2015.0,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49,2552
380,Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,741
381,Guitar Hero: On Tour,DS,2008.0,Misc,Activision,2.11,1.01,0.01,0.35,3.48,2108
382,Assassin's Creed: Unity,XOne,2014.0,Action,Ubisoft,2.26,0.89,0.0,0.3,3.46,2581
383,Far Cry 3,PS3,2012.0,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,1062
384,Monster Hunter 4,3DS,2013.0,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44,2256
385,Borderlands,X360,2009.0,Shooter,TT-Interactive,2.39,0.73,0.03,0.29,3.44,2341
386,Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,425
387,Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,2150
388,LittleBigPlanet 2,PS3,2011.0,Platform,Sony Ent,1.82,1.07,0.06,0.47,3.42,2714
389,Grand Theft Auto 2,PS,1998.0,Action,TT-Interactive,1.13,2.07,0.0,0.22,3.42,1240
390,Final Fantasy III,SNES,1994.0,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,2741
391,Spider-Man 2,PS2,2004.0,Action,Activision,1.75,1.2,0.02,0.43,3.41,1589
392,F-1 Race,GB,1990.0,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,2618
393,FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,1759
394,Crash Bash,PS,2000.0,Misc,Sony Ent,1.56,1.47,0.19,0.17,3.39,749
395,LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros,2.03,1.03,0.0,0.32,3.38,543
396,Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,Konami Digital,1.08,1.35,0.48,0.47,3.38,1508
397,The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,1.43,0.94,0.74,0.27,3.38,823
398,WWF War Zone,PS,1998.0,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,771
399,The Legend of Zelda: Majora's Mask,N64,2000.0,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,575
400,Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36,2902
401,Rugrats: Search For Reptar,PS,1998.0,Adventure,THQ,1.63,1.53,0.0,0.18,3.34,1421
402,Assassin's Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34,705
403,English Training: Have Fun Improving Your Skills!,DS,2006.0,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33,2999
404,James Bond 007: Nightfire,PS2,2002.0,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,2776
405,Ratchet & Clank,PS2,2002.0,Platform,Sony Ent,1.44,1.01,0.57,0.3,3.33,1175
406,Mario Party 9,Wii,2012.0,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32,828
407,Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,1916
408,Max Payne,PS2,2001.0,Shooter,TT-Interactive,1.99,1.05,0.05,0.22,3.31,1527
409,The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,2035
410,Assassin's Creed Syndicate,PS4,2015.0,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28,712
411,Destiny,XOne,2014.0,Shooter,Activision,2.13,0.92,0.0,0.23,3.28,836
412,True Crime: Streets of LA,PS2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27,855
413,Wii Music,Wii,2008.0,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27,1600
414,Gran Turismo (PSP),PSP,2009.0,Racing,Sony Ent,0.5,1.59,0.31,0.87,3.27,1706
415,Monster Hunter X,3DS,2015.0,Action,Capcom,0.25,0.19,2.78,0.04,3.26,2053
416,Tekken,PS,1995.0,Fighting,Sony Ent,0.95,1.3,0.77,0.22,3.24,1312
417,FIFA 16,XOne,2015.0,Sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23,2294
418,L.A. Noire,PS3,2011.0,Adventure,TT-Interactive,1.27,1.33,0.12,0.51,3.23,1410
419,Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22,1412
420,Yokai Watch 2 Ganso/Honke,3DS,2014.0,Role-Playing,Nintendo,0.03,0.0,3.18,0.0,3.22,2466
421,007: Tomorrow Never Dies,PS,1999.0,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21,834
422,Baseball,NES,1983.0,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2,2021
423,Killer Instinct,SNES,1995.0,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2,2084
424,WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,1828
425,Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19,1659
426,God of War: Chains of Olympus,PSP,2008.0,Action,Sony Ent,1.48,1.01,0.04,0.66,3.19,1990
427,Dragon Quest VI: Maboroshi no Daichi,SNES,1995.0,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19,2291
428,Dance Central,X360,2010.0,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19,1182
429,Enter the Matrix,PS2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18,2099
430,Super Mario Maker,WiiU,2015.0,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18,2446
431,Fallout: New Vegas,PS3,2010.0,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,559
432,LEGO Batman: The Videogame,Wii,,Action,Warner Bros,1.86,1.02,0.0,0.29,3.17,2829
433,Rhythm Heaven,DS,2008.0,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17,1273
434,Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Ent Europe,2.06,0.56,0.38,0.17,3.17,1456
435,Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,Disney Studios,1.88,0.98,0.0,0.3,3.16,2753
436,Animal Crossing,GC,2001.0,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,1170
437,LEGO Batman: The Videogame,DS,2008.0,Action,Warner Bros,1.79,1.06,0.0,0.29,3.15,2059
438,Sonic Rush,DS,2005.0,Platform,Sega,1.22,1.57,0.06,0.29,3.15,1093
439,Resident Evil 6,PS3,2012.0,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15,1185
440,Halo: The Master Chief Collection,XOne,2014.0,Shooter,MS Game Studios,1.89,0.99,0.03,0.24,3.15,2818
441,FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,2003
442,Spider-Man,PS,2000.0,Action,Activision,1.7,1.25,0.02,0.16,3.13,2598
443,Need for Speed III: Hot Pursuit,PS,1998.0,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12,2800
444,Star Wars Episode I Racer,N64,1999.0,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12,2509
445,Personal Trainer: Cooking,DS,2006.0,Misc,Nintendo,0.91,1.0,1.03,0.17,3.12,1652
446,The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12,2200
447,Dragon Warrior IV,NES,1990.0,Role-Playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12,1251
448,Heavy Rain,PS3,2010.0,Adventure,Sony Ent,1.29,1.27,0.06,0.5,3.12,2692
449,Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11,547
450,FIFA 15,X360,2014.0,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11,977
451,Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,1840
452,Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,1179
453,World Class Track Meet,NES,1986.0,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,680
454,Borderlands 2,X360,2012.0,Shooter,TT-Interactive,1.89,0.91,0.04,0.24,3.07,723
455,The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,1.4,0.99,0.46,0.22,3.07,601
456,Donkey Kong,GB,1994.0,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07,1164
457,The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,2553
458,Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07,2920
459,Kung Fu Panda,X360,2008.0,Action,Activision,1.91,0.84,0.0,0.29,3.05,1919
460,Far Cry 3,X360,2012.0,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04,2680
461,Epic Mickey,Wii,2010.0,Platform,Disney Studios,2.06,0.64,0.12,0.22,3.04,2288
462,Saints Row 2,X360,2008.0,Action,THQ,1.94,0.8,0.02,0.27,3.03,608
463,Rayman,PS,1995.0,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03,505
464,Killzone 2,PS3,2009.0,Shooter,Sony Ent,1.4,1.07,0.08,0.47,3.02,1117
465,Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,2241
466,Mike Tyson's Punch-Out!!,NES,1987.0,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02,929
467,WWE SmackDown! Shut Your Mouth,PS2,2002.0,Sports,THQ,1.45,1.13,0.07,0.38,3.02,411
468,Gears of War: Ultimate Edition,XOne,2015.0,Shooter,MS Game Studios,2.38,0.32,0.0,0.31,3.0,1492
469,NBA 2K13,X360,2012.0,Sports,TT-Interactive,2.6,0.21,0.01,0.19,3.0,1479
470,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,556
471,wwe Smackdown vs. Raw 2006,PS2,,Fighting,,1.57,1.02,0.0,0.41,3.0,1550
472,Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,Warner Bros,1.01,1.41,0.05,0.53,2.99,801
473,Star Fox,SNES,1993.0,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99,879
474,The Sims: Livin Large,PC,2000.0,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99,2136
475,World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital,0.12,1.26,1.16,0.45,2.99,1996
476,Devil May Cry,PS2,2001.0,Action,Capcom,1.36,0.86,0.64,0.13,2.99,2924
477,Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98,414
478,Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97,567
479,The Sims 4,PC,2014.0,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97,1508
480,Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97,2482
481,Sonic Heroes,PS2,2003.0,Platform,Sega,1.04,1.37,0.06,0.49,2.96,572
482,Kirby Super Star Ultra,DS,2008.0,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96,478
483,Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,419
484,Street Fighter IV,X360,2009.0,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95,627
485,Wave Race 64,N64,1996.0,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94,2436
486,SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,Sony Ent,2.22,0.51,0.06,0.15,2.94,1378
487,WWE SmackDown! vs. RAW 2006,PS2,2005.0,Fighting,THQ,1.45,1.11,0.04,0.33,2.94,2758
488,inFAMOUS,PS3,2009.0,Action,Sony Ent,1.76,0.69,0.12,0.37,2.94,2129
489,Pac-Man Collection,GBA,2001.0,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,2010
490,Mass Effect,X360,2007.0,Role-Playing,MS Game Studios,1.83,0.8,0.03,0.27,2.93,1489
491,WarioWare: Smooth Moves,Wii,2006.0,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92,1197
